,pupilId,classId,taskId,taskSeriesId,duration,state,evaluation,falseAttempts,teacherFeedback,revision,helpRequested,subType,question,sampleSolution,number words in answer,numberHints,rating_content,rating_format,rating_creativity
768,XKrLvRHLaM7yDisR6,qFEyvypMn4sAwLwtc,ML-2-1-2,ML-2,253,"<pre class=""ql-syntax"" spellcheck=""false"">Ja, ich wusste, dass es verschiedene Arten von gibt &nbsp;maschinelle Lernen dass man zum Unterrichten von Technik verwendet werden, aber ich habe nur ein (Deep learning) tiefes Lernen gelernt und verstanden.
</pre><br>",correct,,,,,freetext,"Weißt du vielleicht schon etwas über das maschinelle Lernen? Es ist gar nicht schlimm, wenn das noch nicht der Fall ist. Dann schreib einfach, dass du noch nichts weißt.","Das ist nur eine Abfrage, um über das Vorwissen der SuS bescheid zu wissen. Es ist nicht schlimm, wenn sie noch nichts wissen.",34.0,,3.0,4.0,3.0
776,C2BW6tdii778v4RfL,qFEyvypMn4sAwLwtc,AI-1-v2-1-2,AI-1-v2,194,"Ich denke, dass KI z.B. In Form von Robotern auftreten kann und dir auf bestimmten Gebieten helfen, eine Entscheidung zu fällen, jedoch ist KI nicht in der Lage selbst Entscheidung zu fällen.",correct,,,,,freetext,"Was ist deiner Meinung nach Künstliche Intelligenz? Es ist gar nicht schlimm, wenn du dir nicht ganz sicher bist. Du bist ja hier, um es zu lernen. Schreib einfach alles auf, was du über sie weißt oder denkst. Bei solchen Aufgaben, kriegt deine Lehrkraft deine abgegebene Antwort immer zugeschickt, um sie bewerten zu können. ","Die Schülerinnen und Schüler (SuS) sollen beschreiben, was sie schon über KI wissen. Es ist nicht schlimm, wenn sie noch nichts wissen.",32.0,,4.0,4.0,5.0
783,C2BW6tdii778v4RfL,qFEyvypMn4sAwLwtc,AI-4-v2-1-3,AI-4-v2,1141,"<span style=""color: rgb(32, 33, 36);"">Die KI ist der Versuch, menschliches Lernen und Denken auf den Computer zu übertragen und ihm damit Intelligenz zu verleihen.</span>",correct,,,,,freetext,"Jetzt weißt du schon mehr über KI. Sag nochmal in eigenen Worten, was KI ist. Denk dabei an die Eigenschaften, durch die sich KI-Anwendungen auszeichnen und die verschiedenen Arten von KIs.","KI-Anwendungen zeichnen sich aus durch intelligentes Verhalten, das Treffen eigenständiger Entscheidungen und dem Lernen mittels Erfahrung. Man unterscheidet spezifische und allgemeine KI, wobei die spezifische KI intelligentes Verhalten in nur einem kleinen Bereich der Intelligenz zeigt. Alle bisherigen KI-Anwendungen gehören zur spezifischen KI. Allgemeine Intelligenz haben diese nicht.",24.0,,3.0,4.0,5.0
786,C2BW6tdii778v4RfL,qFEyvypMn4sAwLwtc,ML-1-1-1,ML-1,1060,"es ist ein Hund, wenn es  4 Pfoten hat. es ist ein Hund wenn es eine spitze Schnauze hat. es ist ein Hund wenn es an der leine ist. es ist ein hund wenn es nicht so aussieht als würde es dich aufessen wollen, das wär ein wolf oder fuchs",correct,,,,,freetext,"Kannst du einen Algorithmus schreiben, der Hunde auf Bildern erkennt? Überlege dir vorher was einen Hund ausmacht. Nutze Regeln wie “Es ist ein Hund, wenn es vier Pfoten hat.” oder “Es ist ein Hund, wenn es ein Tier mit Leine ist.”","Die SuS sollen sinnvolle Wenn-Dann-Regeln finden, die beschreiben, wie Hunde auf Bildern erkannt werden können.",50.0,,5.0,3.0,4.0
791,C2BW6tdii778v4RfL,qFEyvypMn4sAwLwtc,ML-2-1-2,ML-2,103,"Maschinelles lernen bedeutet, dass man lernt, indem man Erfahrung sammelt",correct,,,,,freetext,"Weißt du vielleicht schon etwas über das maschinelle Lernen? Es ist gar nicht schlimm, wenn das noch nicht der Fall ist. Dann schreib einfach, dass du noch nichts weißt.","Das ist nur eine Abfrage, um über das Vorwissen der SuS bescheid zu wissen. Es ist nicht schlimm, wenn sie noch nichts wissen.",10.0,,3.0,5.0,3.0
801,C2BW6tdii778v4RfL,qFEyvypMn4sAwLwtc,Clustering-2-1-1,Clustering-2,189,"Cluster 1 repräsentiert eine Make-Up-Marke, da deren themen Beauty und Vlogs sind. Cluster 4 jedoch würden eher ihre Zuschauer dazu bringen Autos zu kaufen da sie videos über Geldanlagen machen und ein auto auch eine Art investition ist",pending,,,,,freetext,"Schau dir die Mittelpunkte der Cluster genau an. Welches Cluster repräsentiert am ehesten eine Make-Up-Marke? Und die Zuschauer welches Clusters würden am ehesten Autos kaufen? Beschreibe in 4-5 Sätzen, welche Cluster du jeweils gewählt hast und warum diese Youtuber die perfekten Markenbotschafter dafür wären.","Make-Up: Cluster 1 repräsentiert es am besten. Ist bereits Thema und die Zuschauer sind die richtig Zielgruppe. Autos: Cluster 3-6 wären alle alt genug. Alle wären möglich, käme auf das Auto an. Cluster 4 zB eher Familienautos, 5 und 6 eher günstige Kleinwagen und Cluster 3 auch teurere Autos.",38.0,,,,
811,3hiSwDCiw9HeyHg7f,qFEyvypMn4sAwLwtc,AI-1-v2-1-2,AI-1-v2,166,"Eine Künstliche Intelligenz ist ein Programm, welches sich durch Deeplearning und Daten selbst weiter entwickeln kann. ",correct,,,,,freetext,"Was ist deiner Meinung nach Künstliche Intelligenz? Es ist gar nicht schlimm, wenn du dir nicht ganz sicher bist. Du bist ja hier, um es zu lernen. Schreib einfach alles auf, was du über sie weißt oder denkst. Bei solchen Aufgaben, kriegt deine Lehrkraft deine abgegebene Antwort immer zugeschickt, um sie bewerten zu können. ","Die Schülerinnen und Schüler (SuS) sollen beschreiben, was sie schon über KI wissen. Es ist nicht schlimm, wenn sie noch nichts wissen.",16.0,,4.0,5.0,4.0
818,3hiSwDCiw9HeyHg7f,qFEyvypMn4sAwLwtc,AI-4-v2-1-3,AI-4-v2,216,Es gibt unterschiedliche arten von Künstlichen Inteligenzen. Die sogenannten spezifischen Künstliche Intelligenzen können Aufgaben nur in einem Bereich ausführen. Allgemeine Künstliche Intelligenzen können die Anforderungen in allen Bereichen erfüllen. ,correct,,,,,freetext,"Jetzt weißt du schon mehr über KI. Sag nochmal in eigenen Worten, was KI ist. Denk dabei an die Eigenschaften, durch die sich KI-Anwendungen auszeichnen und die verschiedenen Arten von KIs.","KI-Anwendungen zeichnen sich aus durch intelligentes Verhalten, das Treffen eigenständiger Entscheidungen und dem Lernen mittels Erfahrung. Man unterscheidet spezifische und allgemeine KI, wobei die spezifische KI intelligentes Verhalten in nur einem kleinen Bereich der Intelligenz zeigt. Alle bisherigen KI-Anwendungen gehören zur spezifischen KI. Allgemeine Intelligenz haben diese nicht.",29.0,,5.0,5.0,4.0
821,3hiSwDCiw9HeyHg7f,qFEyvypMn4sAwLwtc,ML-1-1-1,ML-1,168,Es ist ein Hund wenn es 4 Pfoten hat und wenn es eine Schnauze hat und wenn es zwei Ohren hat und wenn es einen Schwanz hat.,correct,,,,,freetext,"Kannst du einen Algorithmus schreiben, der Hunde auf Bildern erkennt? Überlege dir vorher was einen Hund ausmacht. Nutze Regeln wie “Es ist ein Hund, wenn es vier Pfoten hat.” oder “Es ist ein Hund, wenn es ein Tier mit Leine ist.”","Die SuS sollen sinnvolle Wenn-Dann-Regeln finden, die beschreiben, wie Hunde auf Bildern erkannt werden können.",27.0,,4.0,5.0,3.0
826,3hiSwDCiw9HeyHg7f,qFEyvypMn4sAwLwtc,ML-2-1-2,ML-2,119,Maschinelles Lernen ist das verarbeiten van Daten um Gemeinsamkeiten zu bestimmen. ,correct,,,,,freetext,"Weißt du vielleicht schon etwas über das maschinelle Lernen? Es ist gar nicht schlimm, wenn das noch nicht der Fall ist. Dann schreib einfach, dass du noch nichts weißt.","Das ist nur eine Abfrage, um über das Vorwissen der SuS bescheid zu wissen. Es ist nicht schlimm, wenn sie noch nichts wissen.",11.0,,3.0,4.0,3.0
836,3hiSwDCiw9HeyHg7f,qFEyvypMn4sAwLwtc,Clustering-2-1-1,Clustering-2,377,"Für das Make-Up würde ich den YouTube Kanal der Clusternummer 1 wählen, da das Themengebiet mit Beauty dem Make-Up a ähnlichsten kommt und da dieser Kanal die Meisten Abonnenten hat und man so möglichst viele Menschen ansprechen kann.<br>Für die Autos wäre der 5 Kanal gut geeignet da dieser mit Extrem Sport wahrscheinlich auch einige Autofans anspricht und dieser die Drittmeisten Abonnenten hat und man so viele Menschen erreicht.",correct,,,,,freetext,"Schau dir die Mittelpunkte der Cluster genau an. Welches Cluster repräsentiert am ehesten eine Make-Up-Marke? Und die Zuschauer welches Clusters würden am ehesten Autos kaufen? Beschreibe in 4-5 Sätzen, welche Cluster du jeweils gewählt hast und warum diese Youtuber die perfekten Markenbotschafter dafür wären.","Make-Up: Cluster 1 repräsentiert es am besten. Ist bereits Thema und die Zuschauer sind die richtig Zielgruppe. Autos: Cluster 3-6 wären alle alt genug. Alle wären möglich, käme auf das Auto an. Cluster 4 zB eher Familienautos, 5 und 6 eher günstige Kleinwagen und Cluster 3 auch teurere Autos.",68.0,,5.0,5.0,4.0
846,3hiSwDCiw9HeyHg7f,qFEyvypMn4sAwLwtc,LimitsML-1-2,LimitsML,84,Da Hunde und Seehunde nur wenige Körperliche Ähnlichkeiten haben würden richtige Hunde nur in selten fällen  als Hund erkannt werden.,correct,,,,,freetext,"Was würde passieren, wenn wir alle Bilder von Hunden durch Bilder von Seehunden ersetzen würden, diese aber als Hunde labeln?","Der Algorithmus würde lernen, Seehunde auf unseren Bildern zu erkennen, ihnen aber das Label “Hund” geben.",20.0,,5.0,5.0,4.0
853,3hiSwDCiw9HeyHg7f,qFEyvypMn4sAwLwtc,EvalML-1-7,EvalML,74,Maschinelles Lernen ist das Auslesen von Daten um in anwendungsfällen richtig entscheiden zu können.,correct,,,,,freetext,"Beschreib noch einmal in eigenen Worten, was maschinelles Lernen ist.","Das maschinelle Lernen ist ein Teilbereich der KI. Er beschäftigt sich mit Programmen, die selbständig in großen Datenmengen Gesetzmäßigkeiten erkennen können. Solche Programme lernen anhand vieler Beispiele bzw. aus Erfahrung.",14.0,,5.0,5.0,4.0
856,3hiSwDCiw9HeyHg7f,qFEyvypMn4sAwLwtc,Impact-2-1-1,Impact-2,81,"Es können Videos erstellt werden die Menschen zeigen wie sie Sochen sagen, die sie nie wirklich gesagt haben ",correct,,,,,freetext,Was für Probleme könnten durch den Einsatz von Deepfakes entstehen?,"Mögliche Probleme: Der Ruf und die Privatsphäre bestimmter Personen kann gezielt angegriffen werden. Meinungen können manipuliert werden. Es wird möglich, Videobeweisen leichter zu widersprechen.",18.0,,4.0,3.0,4.0
865,3hiSwDCiw9HeyHg7f,qFEyvypMn4sAwLwtc,Impact-3-1-3,Impact-3,101,Es können Fehler von Menschenverhindert werden.,correct,,,,,freetext,"In vielen Bereichen wird der Mensch auch nicht ersetzt, sondern mit KI-Methoden kombiniert eingesetzt werden. Was wären positive Auswirkungen dieser Kooperation?","Mögliche Antworten wären: Effizientere und sicherere Arbeit, Fehlerreduzierung, neue Möglichkeiten, Menschen haben idealerweise mehr Zeit für soziale Berufe und Berufe mit Kreativität, Firmen haben steigende Produktivität bei sinkenden Kosten, wirtschaftliches Wachstum...",6.0,,3.0,5.0,3.0
872,3hiSwDCiw9HeyHg7f,qFEyvypMn4sAwLwtc,AIClosing-1-5,AIClosing,623,"Eine Künstliche Intelligenz kann nur das machen worauf sie trainiert wurde. Die Szenarien aus Actionfilmen, wo Künstliche Intelligenzen die Herschafft über die Welt ergreifen sind zumindest zum Aktuellen Zeitpunkt nur Fantasien.",correct,,,,,freetext,"Du siehst also, dass die Erwartungen der Menschen sehr unterschiedlich ausfallen, was KI betrifft. Die Gefühle reichen von Dankbarkeit für Arbeitserleichterung über Skepsis bis Angst. Mit allem, was du jetzt über KI weißt, was würdest du jemandem sagen, der besorgt über eine Zukunft mit KI ist?","Hier können die SuS nochmal alles, was sie über KI wissen, wiederholen. Sie können anführen, dass alle derzeitigen Anwendungen zu spezifischen KI gehören und wir weit entfernt von einer allgemeinen KI sind. Sie können die ganzen positiven Auswirkungen vom Einsatz von KI aufzählen und auch differenzieren und die wirklichen Probleme durch KI thematisieren.",31.0,,5.0,5.0,5.0
875,3hiSwDCiw9HeyHg7f,qFEyvypMn4sAwLwtc,AIClosing-1-8,AIClosing,269,"Wenn man das Programm zum ersten mal ausführt, dann ist ein Text nicht vollständig zu lesen, weil er hinter der Garage verschwindet. Wenn man bei der Aufgabe über das Clustering mit dem Beispiel der Filme einen Fehler macht und diesen Korrigieren möchte ist nur nach die Fragestellung zu sehen. Ohne sich die richtige Antwort gemerkt zu haben ist es nur durch raten möglich diese Frage richtig zu beantworten.",correct,,,,,freetext,"Wir wollen diesen Kurs natürlich noch verbessern, damit zukünftige Schülerinnen und Schüler noch mehr Spaß haben. Möchtest du uns zum Abschied noch etwas mitteilen? Was fandest du besonders gut, war irgendeine Stelle doof oder schwer verständlich oder sollen wir irgendwas ändern?","Die SuS können hier noch etwas loswerden. Ist kein Muss, sie haben ja auch schon genug gearbeitet :)",68.0,,5.0,5.0,5.0
877,MRSj5LqwWj6WSoj4E,qFEyvypMn4sAwLwtc,AI-1-v2-1-2,AI-1-v2,594,"Eine Künstliche Intelligenz ist ein Programm der von verschiedenen Strukturen lernen kann. Die KI wird von den Menschen weiterhin verbessert so das sie ihre Aufgaben erledigen können. Sie werden zum Beispiel genutzt, um Menschen zu retten oder Sachen zu erkennen die Menschen nicht erkennen können und andere Dinge. Die Künstliche Intelligenz wurde erfunden, um das zu machen wo für die Menschen Schwierigkeiten oder eine große Gefahr haben.",correct,,,,,freetext,"Was ist deiner Meinung nach Künstliche Intelligenz? Es ist gar nicht schlimm, wenn du dir nicht ganz sicher bist. Du bist ja hier, um es zu lernen. Schreib einfach alles auf, was du über sie weißt oder denkst. Bei solchen Aufgaben, kriegt deine Lehrkraft deine abgegebene Antwort immer zugeschickt, um sie bewerten zu können. ","Die Schülerinnen und Schüler (SuS) sollen beschreiben, was sie schon über KI wissen. Es ist nicht schlimm, wenn sie noch nichts wissen.",67.0,,4.0,5.0,4.0
884,MRSj5LqwWj6WSoj4E,qFEyvypMn4sAwLwtc,AI-4-v2-1-3,AI-4-v2,235,"KIs lernen durch Erfahrung und hat 2 Arten, das spezifische und allgemeine. Das spezifische sind nur bei einem Bereich sehr gut und das allgemeine Feeds in Apps. Heutzutage gibt es noch nicht künstliche Intelligenz die genauso schlau wie die Menschen sind.",correct,,,,,freetext,"Jetzt weißt du schon mehr über KI. Sag nochmal in eigenen Worten, was KI ist. Denk dabei an die Eigenschaften, durch die sich KI-Anwendungen auszeichnen und die verschiedenen Arten von KIs.","KI-Anwendungen zeichnen sich aus durch intelligentes Verhalten, das Treffen eigenständiger Entscheidungen und dem Lernen mittels Erfahrung. Man unterscheidet spezifische und allgemeine KI, wobei die spezifische KI intelligentes Verhalten in nur einem kleinen Bereich der Intelligenz zeigt. Alle bisherigen KI-Anwendungen gehören zur spezifischen KI. Allgemeine Intelligenz haben diese nicht.",41.0,,4.0,5.0,3.0
887,MRSj5LqwWj6WSoj4E,qFEyvypMn4sAwLwtc,ML-1-1-1,ML-1,448,"as Algorithmus kann einen Hund durch seinen besonderen Merkmalen erkennen z.B. die großen Ohren, die Nase, der Schwanz und die Größe und Breite der Körperform.",correct,,,,,freetext,"Kannst du einen Algorithmus schreiben, der Hunde auf Bildern erkennt? Überlege dir vorher was einen Hund ausmacht. Nutze Regeln wie “Es ist ein Hund, wenn es vier Pfoten hat.” oder “Es ist ein Hund, wenn es ein Tier mit Leine ist.”","Die SuS sollen sinnvolle Wenn-Dann-Regeln finden, die beschreiben, wie Hunde auf Bildern erkannt werden können.",25.0,,5.0,4.0,5.0
892,MRSj5LqwWj6WSoj4E,qFEyvypMn4sAwLwtc,ML-2-1-2,ML-2,445,Das maschinelles Lernen ist ein Begriff für das lernen der KIs. Z.B. lernen manche KIs durch Bildern und dadurch bekommen sie Erfahrung. Dieser Vorgang nennt man maschinelles Lernen.,pending,,,,,freetext,"Weißt du vielleicht schon etwas über das maschinelle Lernen? Es ist gar nicht schlimm, wenn das noch nicht der Fall ist. Dann schreib einfach, dass du noch nichts weißt.","Das ist nur eine Abfrage, um über das Vorwissen der SuS bescheid zu wissen. Es ist nicht schlimm, wenn sie noch nichts wissen.",28.0,,,,
895,6bBwnX2mwAp2NAwNR,qFEyvypMn4sAwLwtc,AI-1-v2-1-2,AI-1-v2,968,"Künstliche Intelligenz bedeutet, dass ein Roboter (bzw. eine Maschine) Verhalten nachahmen kann und sich selbst als Mensch verhalten kann. Auch kann eine Künstliche Intelligenz <strong>komplett selbstständig</strong> handeln, dies geschieht durch die sogenannte <strong>Automatisierung</strong>. Zum Beispiel werden Autos auf das sogenannte ""<strong>autonome Fahrsystem</strong>"" umgestellt, was so viel bedeutet, dass Autos komplett selbstständig fahren und in brenzlichen Situationen selbstständig handeln. ",correct,,,,,freetext,"Was ist deiner Meinung nach Künstliche Intelligenz? Es ist gar nicht schlimm, wenn du dir nicht ganz sicher bist. Du bist ja hier, um es zu lernen. Schreib einfach alles auf, was du über sie weißt oder denkst. Bei solchen Aufgaben, kriegt deine Lehrkraft deine abgegebene Antwort immer zugeschickt, um sie bewerten zu können. ","Die Schülerinnen und Schüler (SuS) sollen beschreiben, was sie schon über KI wissen. Es ist nicht schlimm, wenn sie noch nichts wissen.",58.0,,5.0,5.0,4.0
902,6bBwnX2mwAp2NAwNR,qFEyvypMn4sAwLwtc,AI-4-v2-1-3,AI-4-v2,932,"KI (Künstliche Intelligenz) unterscheidet man in zwei Bereichen: Die spezifische KI und die allgemeine KI. Die spezifische KI weist menschenähnliche Intelligenz in einem kleinen Bereich vor (dies kann zum Beispiel ein Filter sein), sie kann aber auch die menschliche Intelligenz übertreffen (Computer Games). Die allgemeine KI weist menschenähnliche Intelligenz in einem großen Bereich vor, was so viel bedeutet, dass sie in mehreren und auch größeren Bereichen der menschlichen Intelligenz ähneln oder sogar übertreffen.<br>Eine KI lernt durch Erfahrung: Sie wird also trainiert. In Computer-Games hat sich die KI schon so weit entwickelt, dass sie die Besten E-Sportler übertreffen. Dies geschieht unter anderem dadurch, dass die KI selbstständig handeln kann.",correct,,,,,freetext,"Jetzt weißt du schon mehr über KI. Sag nochmal in eigenen Worten, was KI ist. Denk dabei an die Eigenschaften, durch die sich KI-Anwendungen auszeichnen und die verschiedenen Arten von KIs.","KI-Anwendungen zeichnen sich aus durch intelligentes Verhalten, das Treffen eigenständiger Entscheidungen und dem Lernen mittels Erfahrung. Man unterscheidet spezifische und allgemeine KI, wobei die spezifische KI intelligentes Verhalten in nur einem kleinen Bereich der Intelligenz zeigt. Alle bisherigen KI-Anwendungen gehören zur spezifischen KI. Allgemeine Intelligenz haben diese nicht.",108.0,,5.0,5.0,5.0
905,6bBwnX2mwAp2NAwNR,qFEyvypMn4sAwLwtc,ML-1-1-1,ML-1,543,"Es ist ein Hund, wenn es einen Schwanz hat.Es ist ein Hund, wenn es eine Schnauze hat.Es ist ein Hund, wenn es vier Beine und vier Pfoten hat.Es ist ein Hund, wenn es zwei Ohren hat.<br>Es müssen jedoch verschiedene Bedingungen erfüllt werden, damit ein Hund erkennbar ist. Es kann sein, dass die oben genannte Bedingungen nicht erfüllt werden.",correct,,,,,freetext,"Kannst du einen Algorithmus schreiben, der Hunde auf Bildern erkennt? Überlege dir vorher was einen Hund ausmacht. Nutze Regeln wie “Es ist ein Hund, wenn es vier Pfoten hat.” oder “Es ist ein Hund, wenn es ein Tier mit Leine ist.”","Die SuS sollen sinnvolle Wenn-Dann-Regeln finden, die beschreiben, wie Hunde auf Bildern erkannt werden können.",58.0,,5.0,5.0,4.0
